lessonId,lessonPath,category,companionId,companionPath,companionRole,currentLinkExists,confidence,recommendedDecision,recommendedPlacement,recommendedAnchor,editorialDecision,editorialNotes
"textbook-lesson.calc-1-unit-2b-derivative-applications-mean-value-theorem","/subjects/math/calculus/derivative-applications/mean-value-theorem/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-mean-value-theorem","/subjects/math/calculus/derivative-applications/mean-value-theorem/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-mean-value-theorem","/subjects/math/calculus/derivative-applications/mean-value-theorem/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-mean-value-theorem","/subjects/math/calculus/derivative-applications/mean-value-theorem/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-medication-concentration","/subjects/math/calculus/derivative-applications/medication-concentration/","practice","worksheet.calculus-resource-evaluating-limits","/subjects/math/calculus/worksheets/evaluating-limits/","worksheet","false","high-confidence-inferred","REVIEW","lesson-practice","Practice this skill","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-medication-concentration","/subjects/math/calculus/derivative-applications/medication-concentration/","quick-explanation","article.resource-math-calculus-integration-techniques-improper-integrals","/subjects/math/calculus/integration-techniques/improper-integrals/","quick-answer","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-medication-concentration","/subjects/math/calculus/derivative-applications/medication-concentration/","reference","glossary-term.glossary-resource-limit","/glossary/math/limit/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-medication-concentration","/subjects/math/calculus/derivative-applications/medication-concentration/","worked-example","worked-problem.worked-problem-limit-by-factoring","/subjects/math/calculus/worked-problems/limit-by-factoring/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio-review","/subjects/math/calculus/derivative-applications/modeling-studio-review/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio-review","/subjects/math/calculus/derivative-applications/modeling-studio-review/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio-review","/subjects/math/calculus/derivative-applications/modeling-studio-review/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio-review","/subjects/math/calculus/derivative-applications/modeling-studio-review/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio","/subjects/math/calculus/derivative-applications/modeling-studio/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio","/subjects/math/calculus/derivative-applications/modeling-studio/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio","/subjects/math/calculus/derivative-applications/modeling-studio/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio","/subjects/math/calculus/derivative-applications/modeling-studio/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-newtons-method","/subjects/math/calculus/derivative-applications/newtons-method/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-newtons-method","/subjects/math/calculus/derivative-applications/newtons-method/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-newtons-method","/subjects/math/calculus/derivative-applications/newtons-method/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-newtons-method","/subjects/math/calculus/derivative-applications/newtons-method/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-business-science","/subjects/math/calculus/derivative-applications/optimization-business-science/","practice","worksheet.calculus-resource-optimization","/subjects/math/calculus/worksheets/optimization/","worksheet","false","high-confidence-inferred","REVIEW","lesson-practice","Practice this skill","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-business-science","/subjects/math/calculus/derivative-applications/optimization-business-science/","quick-explanation","article.resource-math-calculus-derivative-applications-optimization","/subjects/math/calculus/derivative-applications/optimization/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-business-science","/subjects/math/calculus/derivative-applications/optimization-business-science/","reference","glossary-term.glossary-resource-optimization","/glossary/math/optimization/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-business-science","/subjects/math/calculus/derivative-applications/optimization-business-science/","worked-example","worked-problem.worked-problem-fencing-optimization","/subjects/math/calculus/worked-problems/fencing-optimization/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-closed-interval","/subjects/math/calculus/derivative-applications/optimization-closed-interval/","practice","worksheet.calculus-resource-optimization","/subjects/math/calculus/worksheets/optimization/","worksheet","false","high-confidence-inferred","REVIEW","lesson-practice","Practice this skill","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-closed-interval","/subjects/math/calculus/derivative-applications/optimization-closed-interval/","quick-explanation","article.resource-math-calculus-derivative-applications-optimization","/subjects/math/calculus/derivative-applications/optimization/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-closed-interval","/subjects/math/calculus/derivative-applications/optimization-closed-interval/","reference","glossary-term.glossary-resource-optimization","/glossary/math/optimization/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-closed-interval","/subjects/math/calculus/derivative-applications/optimization-closed-interval/","worked-example","worked-problem.worked-problem-fencing-optimization","/subjects/math/calculus/worked-problems/fencing-optimization/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-concept-quiz","/subjects/math/calculus/derivative-applications/optimization-concept-quiz/","practice","worksheet.calculus-resource-optimization","/subjects/math/calculus/worksheets/optimization/","worksheet","false","high-confidence-inferred","REVIEW","lesson-practice","Practice this skill","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-concept-quiz","/subjects/math/calculus/derivative-applications/optimization-concept-quiz/","quick-explanation","article.resource-math-calculus-derivative-applications-optimization","/subjects/math/calculus/derivative-applications/optimization/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-concept-quiz","/subjects/math/calculus/derivative-applications/optimization-concept-quiz/","reference","glossary-term.glossary-resource-optimization","/glossary/math/optimization/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-concept-quiz","/subjects/math/calculus/derivative-applications/optimization-concept-quiz/","worked-example","worked-problem.worked-problem-fencing-optimization","/subjects/math/calculus/worked-problems/fencing-optimization/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-geometry","/subjects/math/calculus/derivative-applications/optimization-geometry/","practice","worksheet.calculus-resource-optimization","/subjects/math/calculus/worksheets/optimization/","worksheet","false","high-confidence-inferred","REVIEW","lesson-practice","Practice this skill","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-geometry","/subjects/math/calculus/derivative-applications/optimization-geometry/","quick-explanation","article.resource-math-calculus-derivative-applications-optimization","/subjects/math/calculus/derivative-applications/optimization/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-geometry","/subjects/math/calculus/derivative-applications/optimization-geometry/","reference","glossary-term.glossary-resource-optimization","/glossary/math/optimization/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-geometry","/subjects/math/calculus/derivative-applications/optimization-geometry/","worked-example","worked-problem.worked-problem-fencing-optimization","/subjects/math/calculus/worked-problems/fencing-optimization/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-modeling","/subjects/math/calculus/derivative-applications/optimization-modeling/","practice","worksheet.calculus-resource-optimization","/subjects/math/calculus/worksheets/optimization/","worksheet","false","high-confidence-inferred","REVIEW","lesson-practice","Practice this skill","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-modeling","/subjects/math/calculus/derivative-applications/optimization-modeling/","quick-explanation","article.resource-math-calculus-derivative-applications-optimization","/subjects/math/calculus/derivative-applications/optimization/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-modeling","/subjects/math/calculus/derivative-applications/optimization-modeling/","reference","glossary-term.glossary-resource-optimization","/glossary/math/optimization/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-modeling","/subjects/math/calculus/derivative-applications/optimization-modeling/","worked-example","worked-problem.worked-problem-fencing-optimization","/subjects/math/calculus/worked-problems/fencing-optimization/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-review","/subjects/math/calculus/derivative-applications/optimization-review/","practice","worksheet.calculus-resource-optimization","/subjects/math/calculus/worksheets/optimization/","worksheet","false","high-confidence-inferred","REVIEW","lesson-practice","Practice this skill","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-review","/subjects/math/calculus/derivative-applications/optimization-review/","quick-explanation","article.resource-math-calculus-derivative-applications-optimization","/subjects/math/calculus/derivative-applications/optimization/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-review","/subjects/math/calculus/derivative-applications/optimization-review/","reference","glossary-term.glossary-resource-optimization","/glossary/math/optimization/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-review","/subjects/math/calculus/derivative-applications/optimization-review/","worked-example","worked-problem.worked-problem-fencing-optimization","/subjects/math/calculus/worked-problems/fencing-optimization/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-other-indeterminate-forms","/subjects/math/calculus/derivative-applications/other-indeterminate-forms/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-other-indeterminate-forms","/subjects/math/calculus/derivative-applications/other-indeterminate-forms/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-other-indeterminate-forms","/subjects/math/calculus/derivative-applications/other-indeterminate-forms/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-other-indeterminate-forms","/subjects/math/calculus/derivative-applications/other-indeterminate-forms/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-position-velocity-acceleration","/subjects/math/calculus/derivative-applications/position-velocity-acceleration/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-position-velocity-acceleration","/subjects/math/calculus/derivative-applications/position-velocity-acceleration/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-position-velocity-acceleration","/subjects/math/calculus/derivative-applications/position-velocity-acceleration/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-position-velocity-acceleration","/subjects/math/calculus/derivative-applications/position-velocity-acceleration/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-practice-exam-a-answer-key","/subjects/math/calculus/derivative-applications/practice-exam-a-answer-key/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-practice-exam-a-answer-key","/subjects/math/calculus/derivative-applications/practice-exam-a-answer-key/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-practice-exam-a-answer-key","/subjects/math/calculus/derivative-applications/practice-exam-a-answer-key/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-practice-exam-a-answer-key","/subjects/math/calculus/derivative-applications/practice-exam-a-answer-key/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-practice-exam-a","/subjects/math/calculus/derivative-applications/practice-exam-a/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-practice-exam-a","/subjects/math/calculus/derivative-applications/practice-exam-a/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-practice-exam-a","/subjects/math/calculus/derivative-applications/practice-exam-a/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-practice-exam-a","/subjects/math/calculus/derivative-applications/practice-exam-a/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-practice-exam-b-answer-key","/subjects/math/calculus/derivative-applications/practice-exam-b-answer-key/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-practice-exam-b-answer-key","/subjects/math/calculus/derivative-applications/practice-exam-b-answer-key/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-practice-exam-b-answer-key","/subjects/math/calculus/derivative-applications/practice-exam-b-answer-key/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-practice-exam-b-answer-key","/subjects/math/calculus/derivative-applications/practice-exam-b-answer-key/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-practice-exam-b","/subjects/math/calculus/derivative-applications/practice-exam-b/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-practice-exam-b","/subjects/math/calculus/derivative-applications/practice-exam-b/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-practice-exam-b","/subjects/math/calculus/derivative-applications/practice-exam-b/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-practice-exam-b","/subjects/math/calculus/derivative-applications/practice-exam-b/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-radar-tracking","/subjects/math/calculus/derivative-applications/radar-tracking/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-radar-tracking","/subjects/math/calculus/derivative-applications/radar-tracking/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-radar-tracking","/subjects/math/calculus/derivative-applications/radar-tracking/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-radar-tracking","/subjects/math/calculus/derivative-applications/radar-tracking/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-rates-from-data","/subjects/math/calculus/derivative-applications/rates-from-data/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-rates-from-data","/subjects/math/calculus/derivative-applications/rates-from-data/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-rates-from-data","/subjects/math/calculus/derivative-applications/rates-from-data/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-rates-from-data","/subjects/math/calculus/derivative-applications/rates-from-data/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-reference","/subjects/math/calculus/derivative-applications/reference/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-reference","/subjects/math/calculus/derivative-applications/reference/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-reference","/subjects/math/calculus/derivative-applications/reference/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-reference","/subjects/math/calculus/derivative-applications/reference/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-related-rates-angle","/subjects/math/calculus/derivative-applications/related-rates-angle/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-related-rates-angle","/subjects/math/calculus/derivative-applications/related-rates-angle/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-related-rates-angle","/subjects/math/calculus/derivative-applications/related-rates-angle/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-related-rates-angle","/subjects/math/calculus/derivative-applications/related-rates-angle/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-related-rates-concept-quiz","/subjects/math/calculus/derivative-applications/related-rates-concept-quiz/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-related-rates-concept-quiz","/subjects/math/calculus/derivative-applications/related-rates-concept-quiz/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-related-rates-concept-quiz","/subjects/math/calculus/derivative-applications/related-rates-concept-quiz/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-related-rates-concept-quiz","/subjects/math/calculus/derivative-applications/related-rates-concept-quiz/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
