route,pageRole,currentTitle,currentH1,classification,lockedForHandoff3,editorialDecision,editorialNotes
"/subjects/math/calculus/derivative-applications/position-velocity-acceleration/","textbook-lesson","Position, Velocity, and Acceleration | Unit 2B | Better Grades","Position, Velocity, and Acceleration","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/practice-exam-a-answer-key/","textbook-lesson","Unit 2B Practice Exam A Answer Key | Better Grades","Unit 2B Practice Exam A Answer Key","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/practice-exam-a/","textbook-lesson","Unit 2B Practice Exam A | Better Grades","Unit 2B Practice Exam A","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/practice-exam-b-answer-key/","textbook-lesson","Unit 2B Practice Exam B Answer Key | Better Grades","Unit 2B Practice Exam B Answer Key","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/practice-exam-b/","textbook-lesson","Unit 2B Practice Exam B | Better Grades","Unit 2B Practice Exam B","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/radar-tracking/","textbook-lesson","Radar and Camera Tracking with Changing Angles | Unit 2B | Better Grades","Radar and Camera Tracking with Changing Angles","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/rates-from-data/","textbook-lesson","Rates from Data and Units | Unit 2B | Better Grades","Rates from Data and Units","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/reference/","textbook-lesson","Unit 2B Formula and Strategy Reference | Better Grades","Unit 2B Formula and Strategy Reference","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/related-rates-angle/","textbook-lesson","Changing Angles | Unit 2B | Better Grades","Changing Angles","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/related-rates-concept-quiz/","textbook-lesson","Related Rates Concept Quiz | Unit 2B | Better Grades","Related Rates Concept Quiz","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/related-rates-mixed/","textbook-lesson","Mixed Related-Rates Problems | Unit 2B | Better Grades","Mixed Related-Rates Problems","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/related-rates-pythagorean/","textbook-lesson","Pythagorean Related Rates | Unit 2B | Better Grades","Pythagorean Related Rates","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/related-rates-review/","textbook-lesson","Related Rates Review | Unit 2B | Better Grades","Related Rates Review","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/related-rates-shadows/","textbook-lesson","Shadows and Similar Triangles | Unit 2B | Better Grades","Shadows and Similar Triangles","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/related-rates-volume/","textbook-lesson","Volume and Filling Problems | Unit 2B | Better Grades","Volume and Filling Problems","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/related-rates-workflow/","textbook-lesson","Related Rates Workflow | Unit 2B | Better Grades","Related Rates Workflow","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/related-rates/","method-guide","Related rates: translate the geometry before differentiating | Unit 2B | Better Grades","Related rates: translate the geometry before differentiating","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/repeated-lhopital/","textbook-lesson","Repeated L Hopital Applications | Unit 2B | Better Grades","Repeated L Hopital Applications","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/rolles-theorem/","textbook-lesson","Rolle s Theorem | Unit 2B | Better Grades","Rolle s Theorem","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/second-derivative-test/","textbook-lesson","The Second Derivative Test | Unit 2B | Better Grades","The Second Derivative Test","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/speeding-up-slowing-down/","textbook-lesson","Speeding Up and Slowing Down | Unit 2B | Better Grades","Speeding Up and Slowing Down","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/stopping-distance/","textbook-lesson","Reaction Time, Braking, and Vehicle Stopping Distance | Unit 2B | Better Grades","Reaction Time, Braking, and Vehicle Stopping Distance","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/theorems-shape-concept-quiz/","textbook-lesson","Derivative Theorems and Shape Concept Quiz | Unit 2B | Better Grades","Derivative Theorems and Shape Concept Quiz","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/theorems-shape-review/","textbook-lesson","Derivative Theorems and Shape Review | Unit 2B | Better Grades","Derivative Theorems and Shape Review","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/unit-2b-review/","decision-guide","Unit 2B Review: Applications of Derivatives | Better Grades","Unit 2B Review: Applications of Derivatives","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/when-not-lhopital/","textbook-lesson","When Not to Use L Hopital s Rule | Unit 2B | Better Grades","When Not to Use L Hopital s Rule","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/why-linear-approximation-works/","textbook-lesson","Why a Tangent Line Can Approximate a Curve | Unit 2B | Better Grades","Why a Tangent Line Can Approximate a Curve","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivative-applications/why-related-rates-feel-hard/","textbook-lesson","Why Related-Rates Problems Feel Hard | Unit 2B | Better Grades","Why Related-Rates Problems Feel Hard","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/advanced-chain-rule-linear-maps/","textbook-lesson","The Chain Rule as Composition of Local Linear Maps | Unit 2A | Better Grades","The Chain Rule as Composition of Local Linear Maps","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/advanced-darboux-derivatives/","textbook-lesson","Darboux s Theorem: Derivatives Cannot Jump | Unit 2A | Better Grades","Darboux s Theorem: Derivatives Cannot Jump","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/advanced-implicit-function-theorem/","textbook-lesson","A Preview of the Implicit Function Theorem | Unit 2A | Better Grades","A Preview of the Implicit Function Theorem","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/advanced-local-linearity-little-o/","textbook-lesson","Differentiability, Little-o Notation, and the Best Local Linear Model | Unit 2A | Better Grades","Differentiability, Little-o Notation, and the Best Local Linear Model","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/advanced-notes-2a/","textbook-lesson","Advanced Notes: What Differentiability Is Really Saying | Unit 2A | Better Grades","Advanced Notes: What Differentiability Is Really Saying","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/chain-exp-log/","textbook-lesson","Chain Rule with Exponentials and Logarithms | Unit 2A | Better Grades","Chain Rule with Exponentials and Logarithms","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/chain-rule-basic/","textbook-lesson","The Basic Chain Rule | Unit 2A | Better Grades","The Basic Chain Rule","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/chain-rule-concept-quiz/","textbook-lesson","Chain Rule Concept Quiz | Unit 2A | Better Grades","Chain Rule Concept Quiz","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/chain-rule-map/","textbook-lesson","A Visual and Verbal Map of the Chain Rule | Unit 2A | Better Grades","A Visual and Verbal Map of the Chain Rule","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/chain-rule-review/","textbook-lesson","Chain Rule Review | Unit 2A | Better Grades","Chain Rule Review","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/chain-rule/","method-guide","The Chain Rule as a structure-reading skill | Unit 2A | Better Grades","The Chain Rule as a structure-reading skill","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/chain-trig/","textbook-lesson","Chain Rule with Trigonometric Functions | Unit 2A | Better Grades","Chain Rule with Trigonometric Functions","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/combined-rules/","textbook-lesson","Combining Product, Quotient, and Chain Rules | Unit 2A | Better Grades","Combining Product, Quotient, and Chain Rules","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/composition/","textbook-lesson","Composition and the Need for the Chain Rule | Unit 2A | Better Grades","Composition and the Need for the Chain Rule","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/core-rules-concept-quiz/","textbook-lesson","Core Rules Concept Quiz | Unit 2A | Better Grades","Core Rules Concept Quiz","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/core-rules-review/","textbook-lesson","Core Differentiation Rules Review | Unit 2A | Better Grades","Core Differentiation Rules Review","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/derivative-at-a-point/","textbook-lesson","The Derivative at a Point | Unit 2A | Better Grades","The Derivative at a Point","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/derivative-computation-strategy/","textbook-lesson","A Complete Derivative Computation Strategy | Unit 2A | Better Grades","A Complete Derivative Computation Strategy","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/derivative-function/","textbook-lesson","The Derivative as a Function | Unit 2A | Better Grades","The Derivative as a Function","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/derivative-of-x-to-the-x/","quick-answer","What is the derivative of x to the x? | Unit 2A | Better Grades","What is the derivative of x to the x?","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/derivatives-of-inverse-trig-functions/","method-guide","Derivatives of inverse trigonometric functions | Unit 2A | Better Grades","Derivatives of inverse trigonometric functions","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/difference-quotient-algebra/","textbook-lesson","Difference Quotient Algebra Without Skipped Steps | Unit 2A | Better Grades","Difference Quotient Algebra Without Skipped Steps","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/differentiability-and-continuity/","textbook-lesson","Differentiability and Continuity | Unit 2A | Better Grades","Differentiability and Continuity","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/exponential-e/","textbook-lesson","The Derivative of the Natural Exponential | Unit 2A | Better Grades","The Derivative of the Natural Exponential","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/foundations-concept-quiz/","textbook-lesson","Derivative Foundations Concept Quiz | Unit 2A | Better Grades","Derivative Foundations Concept Quiz","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/foundations-review/","textbook-lesson","Derivative Foundations Review | Unit 2A | Better Grades","Derivative Foundations Review","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/from-graphs-and-tables/","textbook-lesson","Estimating Derivatives from Graphs and Tables | Unit 2A | Better Grades","Estimating Derivatives from Graphs and Tables","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/general-exponential/","textbook-lesson","Derivatives of General Exponential Functions | Unit 2A | Better Grades","Derivatives of General Exponential Functions","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/general-logarithms/","textbook-lesson","Derivatives of General Logarithms | Unit 2A | Better Grades","Derivatives of General Logarithms","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/higher-derivative-techniques/","textbook-lesson","How to Compute Higher Derivatives Reliably | Unit 2A | Better Grades","How to Compute Higher Derivatives Reliably","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/higher-derivatives/","textbook-lesson","Higher Derivatives | Unit 2A | Better Grades","Higher Derivatives","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/implicit-differentiation/","textbook-lesson","Implicit Differentiation | Unit 2A | Better Grades","Implicit Differentiation","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/implicit-inverse-concept-quiz/","textbook-lesson","Implicit and Inverse Concept Quiz | Unit 2A | Better Grades","Implicit and Inverse Concept Quiz","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/implicit-inverse-review/","textbook-lesson","Implicit, Inverse, and Logarithmic Differentiation Review | Unit 2A | Better Grades","Implicit, Inverse, and Logarithmic Differentiation Review","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/implicit-second-derivative/","textbook-lesson","Second Derivatives from Implicit Equations | Unit 2A | Better Grades","Second Derivatives from Implicit Equations","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/implicit-tangent-lines/","textbook-lesson","Tangent Lines to Implicit Curves | Unit 2A | Better Grades","Tangent Lines to Implicit Curves","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/inverse-function-rule/","textbook-lesson","Derivative of an Inverse Function | Unit 2A | Better Grades","Derivative of an Inverse Function","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/inverse-trig/","textbook-lesson","Inverse Trigonometric Derivatives | Unit 2A | Better Grades","Inverse Trigonometric Derivatives","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/logarithmic-differentiation/","textbook-lesson","Logarithmic Differentiation | Unit 2A | Better Grades","Logarithmic Differentiation","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/multiple-chain-layers/","textbook-lesson","Multiple Chain-Rule Layers | Unit 2A | Better Grades","Multiple Chain-Rule Layers","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/natural-log/","textbook-lesson","The Derivative of the Natural Logarithm | Unit 2A | Better Grades","The Derivative of the Natural Logarithm","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/negative-fractional-powers/","textbook-lesson","Negative and Fractional Powers | Unit 2A | Better Grades","Negative and Fractional Powers","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/notation-and-units/","textbook-lesson","Derivative Notation and Units | Unit 2A | Better Grades","Derivative Notation and Units","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/notation-guide/","textbook-lesson","Derivative Notation Guide | Unit 2A | Better Grades","Derivative Notation Guide","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/other-trig-functions/","textbook-lesson","Derivatives of the Other Trigonometric Functions | Unit 2A | Better Grades","Derivatives of the Other Trigonometric Functions","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/power-rule/","textbook-lesson","The Constant and Power Rules | Unit 2A | Better Grades","The Constant and Power Rules","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/practice-exam-a-answer-key/","textbook-lesson","Unit 2A Practice Exam A Answer Key | Better Grades","Unit 2A Practice Exam A Answer Key","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/practice-exam-b-answer-key/","textbook-lesson","Unit 2A Practice Exam B Answer Key | Better Grades","Unit 2A Practice Exam B Answer Key","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/prerequisite-diagnostic/","textbook-lesson","Derivative Prerequisite Diagnostic | Unit 2A | Better Grades","Derivative Prerequisite Diagnostic","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/product-rule-vs-quotient-rule/","decision-guide","Product Rule or Quotient Rule? | Unit 2A | Better Grades","Product Rule or Quotient Rule?","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
"/subjects/math/calculus/derivatives/product-rule/","textbook-lesson","The Product Rule | Unit 2A | Better Grades","The Product Rule","TITLE_OPENING_REVIEW","false","DEFER_WITH_REASON","The current title and H1 identify a distinct route. Shared-template compression does not establish a route-specific title or opening defect; retain exact copy until query evidence and owner-approved replacement copy support a change."
