source_article,source_role,candidate_lesson,candidate_role,score,shared_primary_concept,shared_secondary_concepts,shared_skills,search_intent_similarity,main_content_similarity,current_link_exists,current_link_location,recommended_relationship,recommended_placement,reasoning,confidence
"/subjects/math/algebra/radicals-exponents-functions/simplifying-radicals/","method-guide","/subjects/math/calculus/limits-continuity/unit/limits/factoring-limits/","textbook-lesson","4","","","","0.231","0.231","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.23), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/radicals-exponents-functions/simplifying-radicals/","method-guide","/subjects/math/calculus/integration-applications/volumes-by-slicing/","textbook-lesson","4","","","","0.214","0.214","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.21), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/radicals-exponents-functions/solving-radical-equations/","method-guide","/subjects/math/calculus/derivatives/composition/","textbook-lesson","4","","","","0.235","0.235","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.24), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/radicals-exponents-functions/solving-radical-equations/","method-guide","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-review/","textbook-lesson","4","","","","0.231","0.231","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.23), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/radicals-exponents-functions/solving-radical-equations/","method-guide","/subjects/math/calculus/derivatives/differentiability-and-continuity/","textbook-lesson","4","","","","0.214","0.214","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.21), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/","quick-answer","/subjects/math/calculus/limits-continuity/unit/limits/complete-asymptote-analysis/","textbook-lesson","4","","","","0.273","0.273","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.27), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/","quick-answer","/subjects/math/calculus/power-series-and-taylor-series/algebra-with-power-series/","textbook-lesson","4","","","","0.250","0.250","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.25), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/","quick-answer","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-concept-quiz/","textbook-lesson","4","","","","0.222","0.222","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.22), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/add-subtract-rational-expressions/","method-guide","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-review/","textbook-lesson","4","","","","0.250","0.250","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.25), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/add-subtract-rational-expressions/","method-guide","/subjects/math/calculus/derivatives/differentiability-and-continuity/","textbook-lesson","4","","","","0.231","0.231","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.23), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/add-subtract-rational-expressions/","method-guide","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-practice/","textbook-lesson","4","","","","0.231","0.231","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.23), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/direct-inverse-variation/","quick-answer","/subjects/math/calculus/sequences-and-series/direct-comparison-test/","textbook-lesson","4","","","","0.250","0.250","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.25), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/direct-inverse-variation/","quick-answer","/subjects/math/calculus/limits-continuity/unit/limits/squeeze-theorem/","textbook-lesson","4","","","","0.214","0.214","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.21), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/direct-inverse-variation/","quick-answer","/subjects/math/calculus/limits-continuity/unit/continuity/continuous-functions/","textbook-lesson","4","","","","0.200","0.200","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.20), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/rational-domain-restrictions/","method-guide","/subjects/math/calculus/limits-continuity/unit/limits/complete-asymptote-analysis/","textbook-lesson","4","","","","0.250","0.250","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.25), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/rational-domain-restrictions/","method-guide","/subjects/math/calculus/limits-continuity/unit/limits/why-limits-matter/","textbook-lesson","4","","","","0.250","0.250","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.25), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/rational-domain-restrictions/","method-guide","/subjects/math/calculus/limits-continuity/unit/limits/zero-over-zero/","textbook-lesson","4","","","","0.231","0.231","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.23), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/simplifying-complex-rational-expressions/","method-guide","/subjects/math/calculus/limits-continuity/unit/limits/complex-fractions/","textbook-lesson","4","","","","0.300","0.300","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.30), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/simplifying-complex-rational-expressions/","method-guide","/subjects/math/calculus/limits-continuity/unit/limits/complete-asymptote-analysis/","textbook-lesson","4","","","","0.273","0.273","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.27), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/simplifying-complex-rational-expressions/","method-guide","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-concept-quiz/","textbook-lesson","4","","","","0.222","0.222","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.22), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/simplifying-rational-expressions/","method-guide","/subjects/math/calculus/integrals/integration-by-parts/","textbook-lesson","4","","","","0.231","0.231","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.23), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/simplifying-rational-expressions/","method-guide","/subjects/math/calculus/limits-continuity/unit/limits/factoring-limits/","textbook-lesson","4","","","","0.231","0.231","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.23), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/simplifying-rational-expressions/","method-guide","/subjects/math/calculus/integration-applications/volumes-by-slicing/","textbook-lesson","4","","","","0.214","0.214","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.21), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/solving-rational-equations/","method-guide","/subjects/math/calculus/limits-continuity/unit/limits/complete-asymptote-analysis/","textbook-lesson","4","","","","0.214","0.214","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.21), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/solving-rational-equations/","method-guide","/subjects/math/calculus/derivatives/implicit-second-derivative/","textbook-lesson","4","","","","0.188","0.188","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.19), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/solving-rational-equations/","method-guide","/subjects/math/calculus/derivatives/difference-quotient-algebra/","textbook-lesson","4","","","","0.176","0.176","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.18), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/","quick-answer","/subjects/math/calculus/power-series-and-taylor-series/algebra-with-power-series/","textbook-lesson","4","","","","0.250","0.250","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.25), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/","quick-answer","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-concept-quiz/","textbook-lesson","4","","","","0.222","0.222","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.22), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/","quick-answer","/subjects/math/calculus/derivative-applications/advanced-convexity/","textbook-lesson","4","","","","0.214","0.214","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.21), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/choosing-system-method/","decision-guide","/subjects/math/calculus/integration-applications/choosing-a-volume-method/","textbook-lesson","4","","","","0.250","0.250","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.25), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/choosing-system-method/","decision-guide","/subjects/math/calculus/integration-applications/horizontal-slices/","textbook-lesson","4","","","","0.235","0.235","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.24), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/choosing-system-method/","decision-guide","/subjects/math/calculus/integrals/trigonometric-substitution/","textbook-lesson","4","","","","0.200","0.200","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.20), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/compound-inequalities/","method-guide","/subjects/math/calculus/sequences-and-series/harmonic-and-p-series/","textbook-lesson","4","","","","0.286","0.286","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.29), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/compound-inequalities/","method-guide","/subjects/math/calculus/derivatives/power-rule/","textbook-lesson","4","","","","0.267","0.267","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.27), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/compound-inequalities/","method-guide","/subjects/math/calculus/integrals/variable-limits-and-chain-rule/","textbook-lesson","4","","","","0.267","0.267","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.27), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/elimination-systems/","decision-guide","/subjects/math/calculus/integrals/integration-by-parts/","textbook-lesson","4","","","","0.300","0.300","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.30), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/elimination-systems/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/factoring-limits/","textbook-lesson","4","","","","0.300","0.300","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.30), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/elimination-systems/","decision-guide","/subjects/math/calculus/integration-applications/volumes-by-slicing/","textbook-lesson","4","","","","0.273","0.273","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.27), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/graphing-linear-inequalities/","decision-guide","/subjects/math/calculus/limits-continuity/unit/continuity/two-parameter-continuity/","textbook-lesson","4","","","","0.273","0.273","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.27), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/graphing-linear-inequalities/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/why-limits-matter/","textbook-lesson","4","","","","0.231","0.231","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.23), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/graphing-linear-inequalities/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/epsilon-delta-linear/","textbook-lesson","4","","","","0.214","0.214","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.21), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/no-one-infinite-solutions/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-concept-quiz/","textbook-lesson","4","","","","0.214","0.214","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.21), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/no-one-infinite-solutions/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-practice/","textbook-lesson","4","","","","0.200","0.200","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.20), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/no-one-infinite-solutions/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-review/","textbook-lesson","4","","","","0.200","0.200","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.20), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/substitution-systems/","decision-guide","/subjects/math/calculus/integrals/definite-integrals-by-substitution/","textbook-lesson","6","","","","0.364","0.364","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.36), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/substitution-systems/","decision-guide","/subjects/math/calculus/integrals/integration-by-parts/","textbook-lesson","4","","","","0.300","0.300","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.30), and complementary roles.","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/substitution-systems/","decision-guide","/subjects/math/calculus/integrals/trigonometric-substitution/","textbook-lesson","4","","","","0.300","0.300","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.30), and complementary roles.","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","/subjects/math/calculus/derivative-applications/curve-sketching/","textbook-lesson","10","derivative","","","0.538","0.538","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.54), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","/subjects/math/calculus/derivative-applications/interpretation-review/","textbook-lesson","10","derivative","","","0.467","0.467","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.47), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","/subjects/math/calculus/derivative-applications/rates-from-data/","textbook-lesson","10","derivative","","","0.467","0.467","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.47), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/linear-approximation/","method-guide","/subjects/math/calculus/derivative-applications/why-linear-approximation-works/","textbook-lesson","10","derivative","","","0.421","0.421","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.42), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/linear-approximation/","method-guide","/subjects/math/calculus/derivatives/derivative-function/","textbook-lesson","10","derivative","","","0.412","0.412","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.41), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/linear-approximation/","method-guide","/subjects/math/calculus/derivative-applications/local-linearity/","textbook-lesson","10","derivative","","","0.375","0.375","true","related-content","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.38), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization/","method-guide","/subjects/math/calculus/derivative-applications/anatomy-of-optimization/","textbook-lesson","8","optimization","","","0.333","0.333","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.33), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization/","method-guide","/subjects/math/calculus/derivative-applications/optimization-geometry/","textbook-lesson","8","optimization","","","0.333","0.333","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.33), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization/","method-guide","/subjects/math/calculus/derivative-applications/optimization-modeling/","textbook-lesson","8","optimization","","","0.333","0.333","true","related-content","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.33), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates/","method-guide","/subjects/math/calculus/derivative-applications/related-rates-pythagorean/","textbook-lesson","10","derivative","","","0.538","0.538","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.54), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates/","method-guide","/subjects/math/calculus/derivative-applications/related-rates-review/","textbook-lesson","10","derivative","","","0.538","0.538","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.54), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates/","method-guide","/subjects/math/calculus/derivative-applications/related-rates-workflow/","textbook-lesson","10","derivative","","","0.538","0.538","true","related-content","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.54), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/unit-2b-review/","decision-guide","/subjects/math/calculus/derivative-applications/modeling-studio-review/","textbook-lesson","10","derivative","","","0.636","0.636","true","footer","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.64), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/unit-2b-review/","decision-guide","/subjects/math/calculus/derivative-applications/interpretation-review/","textbook-lesson","10","derivative","","","0.583","0.583","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.58), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/unit-2b-review/","decision-guide","/subjects/math/calculus/derivative-applications/bridge-diagnostic/","textbook-lesson","10","derivative","","","0.545","0.545","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.55), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule/","method-guide","/subjects/math/calculus/derivatives/chain-rule-basic/","textbook-lesson","10","chain-rule","","","0.538","0.538","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.54), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule/","method-guide","/subjects/math/calculus/derivatives/advanced-chain-rule-linear-maps/","textbook-lesson","10","chain-rule","","","0.471","0.471","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.47), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule/","method-guide","/subjects/math/calculus/derivatives/chain-rule-map/","textbook-lesson","10","chain-rule","","","0.471","0.471","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.47), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-of-x-to-the-x/","quick-answer","/subjects/math/calculus/derivatives/exponential-e/","textbook-lesson","10","derivative","","","0.538","0.538","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.54), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-of-x-to-the-x/","quick-answer","/subjects/math/calculus/derivatives/natural-log/","textbook-lesson","10","derivative","","","0.538","0.538","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.54), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-of-x-to-the-x/","quick-answer","/subjects/math/calculus/derivatives/other-trig-functions/","textbook-lesson","10","derivative","","","0.467","0.467","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.47), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivatives-of-inverse-trig-functions/","method-guide","/subjects/math/calculus/derivatives/other-trig-functions/","textbook-lesson","10","derivative","","","0.750","0.750","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.75), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivatives-of-inverse-trig-functions/","method-guide","/subjects/math/calculus/derivatives/general-exponential/","textbook-lesson","10","derivative","","","0.667","0.667","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.67), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivatives-of-inverse-trig-functions/","method-guide","/subjects/math/calculus/derivatives/general-logarithms/","textbook-lesson","10","derivative","","","0.583","0.583","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.58), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivatives/product-rule-vs-quotient-rule/","decision-guide","/subjects/math/calculus/derivatives/product-rule/","textbook-lesson","10","derivative","","","0.700","0.700","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.70), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivatives/product-rule-vs-quotient-rule/","decision-guide","/subjects/math/calculus/derivatives/quotient-rule/","textbook-lesson","10","derivative","","","0.700","0.700","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.70), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/derivatives/product-rule-vs-quotient-rule/","decision-guide","/subjects/math/calculus/derivatives/multiple-chain-layers/","textbook-lesson","10","derivative","","","0.500","0.500","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.50), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-applications/average-value-of-a-function/","method-guide","/subjects/math/calculus/integrals/average-value-of-a-function/","textbook-lesson","10","integral","","","0.643","0.643","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.64), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-applications/average-value-of-a-function/","method-guide","/subjects/math/calculus/integration-applications/practice-exam-a/","textbook-lesson","10","integral","","","0.400","0.400","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.40), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-applications/average-value-of-a-function/","method-guide","/subjects/math/calculus/integrals/initial-value-problems/","textbook-lesson","10","integral","","","0.389","0.389","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.39), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-applications/washer-vs-shell/","decision-guide","/subjects/math/calculus/integration-applications/choosing-a-volume-method/","textbook-lesson","10","integral","","","0.500","0.500","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.50), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-applications/washer-vs-shell/","decision-guide","/subjects/math/calculus/integration-applications/horizontal-slices/","textbook-lesson","10","integral","","","0.462","0.462","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.46), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-applications/washer-vs-shell/","decision-guide","/subjects/math/calculus/integration-applications/arc-length/","textbook-lesson","10","integral","","","0.455","0.455","true","contextual-body","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.45), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-applications/work-and-fluid-force/","decision-guide","/subjects/math/calculus/integration-applications/work-and-variable-force/","textbook-lesson","10","integral","","","0.615","0.615","true","contextual-body","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.62), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-applications/work-and-fluid-force/","decision-guide","/subjects/math/calculus/integration-applications/fluid-pressure/","textbook-lesson","10","integral","","","0.571","0.571","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.57), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-applications/work-and-fluid-force/","decision-guide","/subjects/math/calculus/integration-applications/density-and-mass/","textbook-lesson","10","integral","","","0.429","0.429","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.43), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-techniques/","quick-answer","/subjects/math/calculus/integrals/integration-strategy/","textbook-lesson","8","integral","","","0.333","0.333","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.33), and complementary roles.","high-confidence-inferred"
