route,description,length,unique,useful
"/subjects/math/calculus/derivatives/advanced-chain-rule-linear-maps/","Explore the chain rule as composition of local linear maps in an optional advanced note connecting Calculus I to later analysis and mathematical theory. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","219","true","true"
"/subjects/math/calculus/derivatives/advanced-darboux-derivatives/","Explore darboux&#x27;s theorem: derivatives cannot jump in an optional advanced note connecting Calculus I to later analysis and mathematical theory. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","216","true","true"
"/subjects/math/calculus/derivatives/advanced-implicit-function-theorem/","Explore a preview of the implicit function theorem in an optional advanced note connecting Calculus I to later analysis and mathematical theory. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","211","true","true"
"/subjects/math/calculus/derivatives/advanced-local-linearity-little-o/","Explore differentiability, little-o notation, and the best local linear model in an optional advanced note connecting Calculus I to later analysis and mathematical theory. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","238","true","true"
"/subjects/math/calculus/derivatives/advanced-notes-2a/","Explore advanced notes: what differentiability is really saying in an optional advanced note connecting Calculus I to later analysis and mathematical theory. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","224","true","true"
"/subjects/math/calculus/derivatives/chain-exp-log/","Learn chain rule with exponentials and logarithms with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","213","true","true"
"/subjects/math/calculus/derivatives/chain-rule-basic/","Learn the basic chain rule with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","190","true","true"
"/subjects/math/calculus/derivatives/chain-rule-concept-quiz/","Test conceptual understanding of chain rule concept quiz with a short self-check and model responses. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","168","true","true"
"/subjects/math/calculus/derivatives/chain-rule-map/","Learn a visual and verbal map of the chain rule with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","211","true","true"
"/subjects/math/calculus/derivatives/chain-rule-review/","Review chain rule review with mixed practice and links back to the exact lessons behind each skill. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","166","true","true"
"/subjects/math/calculus/derivatives/chain-rule/","Differentiate the outside function, keep the inside intact, then multiply by the inside rate. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","160","true","true"
"/subjects/math/calculus/derivatives/chain-trig/","Learn chain rule with trigonometric functions with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","209","true","true"
"/subjects/math/calculus/derivatives/combined-rules/","Learn combining product, quotient, and chain rules with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","214","true","true"
"/subjects/math/calculus/derivatives/composition/","Learn composition and the need for the chain rule with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","213","true","true"
"/subjects/math/calculus/derivatives/core-rules-concept-quiz/","Test conceptual understanding of core rules concept quiz with a short self-check and model responses. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","168","true","true"
"/subjects/math/calculus/derivatives/core-rules-review/","Review core differentiation rules review with mixed practice and links back to the exact lessons behind each skill. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","182","true","true"
"/subjects/math/calculus/derivatives/derivative-at-a-point/","Learn the derivative at a point with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","195","true","true"
"/subjects/math/calculus/derivatives/derivative-computation-strategy/","Learn a complete derivative computation strategy with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","212","true","true"
"/subjects/math/calculus/derivatives/derivative-function/","Learn the derivative as a function with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","198","true","true"
"/subjects/math/calculus/derivatives/derivative-of-x-to-the-x/","The base and exponent both vary, so neither the ordinary power rule nor the simple exponential rule works alone. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","179","true","true"
"/subjects/math/calculus/derivatives/derivatives-of-inverse-trig-functions/","Recognize the inverse-trig outer function, differentiate its input, and keep the domain restrictions visible. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","176","true","true"
"/subjects/math/calculus/derivatives/difference-quotient-algebra/","Learn difference quotient algebra without skipped steps with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","219","true","true"
"/subjects/math/calculus/derivatives/differentiability-and-continuity/","Learn differentiability and continuity with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","202","true","true"
"/subjects/math/calculus/derivatives/exponential-e/","Learn the derivative of the natural exponential with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","211","true","true"
"/subjects/math/calculus/derivatives/foundations-concept-quiz/","Test conceptual understanding of derivative foundations concept quiz with a short self-check and model responses. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","180","true","true"
"/subjects/math/calculus/derivatives/foundations-review/","Review derivative foundations review with mixed practice and links back to the exact lessons behind each skill. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","178","true","true"
"/subjects/math/calculus/derivatives/from-graphs-and-tables/","Learn estimating derivatives from graphs and tables with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","215","true","true"
"/subjects/math/calculus/derivatives/general-exponential/","Learn derivatives of general exponential functions with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","214","true","true"
"/subjects/math/calculus/derivatives/general-logarithms/","Learn derivatives of general logarithms with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","203","true","true"
"/subjects/math/calculus/derivatives/higher-derivative-techniques/","Learn how to compute higher derivatives reliably with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","212","true","true"
"/subjects/math/calculus/derivatives/higher-derivatives/","Learn higher derivatives with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","188","true","true"
"/subjects/math/calculus/derivatives/implicit-differentiation/","Learn implicit differentiation with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","194","true","true"
"/subjects/math/calculus/derivatives/implicit-inverse-concept-quiz/","Test conceptual understanding of implicit and inverse concept quiz with a short self-check and model responses. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","178","true","true"
"/subjects/math/calculus/derivatives/implicit-inverse-review/","Review implicit, inverse, and logarithmic differentiation review with mixed practice and links back to the exact lessons behind each skill. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","206","true","true"
"/subjects/math/calculus/derivatives/implicit-second-derivative/","Learn second derivatives from implicit equations with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","212","true","true"
"/subjects/math/calculus/derivatives/implicit-tangent-lines/","Learn tangent lines to implicit curves with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","202","true","true"
"/subjects/math/calculus/derivatives/inverse-function-rule/","Learn derivative of an inverse function with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","203","true","true"
"/subjects/math/calculus/derivatives/inverse-trig/","Learn inverse trigonometric derivatives with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","203","true","true"
"/subjects/math/calculus/derivatives/logarithmic-differentiation/","Learn logarithmic differentiation with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","197","true","true"
"/subjects/math/calculus/derivatives/multiple-chain-layers/","Learn multiple chain-rule layers with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","196","true","true"
"/subjects/math/calculus/derivatives/natural-log/","Learn the derivative of the natural logarithm with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","209","true","true"
"/subjects/math/calculus/derivatives/negative-fractional-powers/","Learn negative and fractional powers with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","200","true","true"
"/subjects/math/calculus/derivatives/notation-and-units/","Learn derivative notation and units with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","199","true","true"
"/subjects/math/calculus/derivatives/notation-guide/","Use this derivative foundations and techniques reference for formulas, notation, domains, units, and problem-solving strategy. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","193","false","true"
"/subjects/math/calculus/derivatives/other-trig-functions/","Learn derivatives of the other trigonometric functions with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","218","true","true"
"/subjects/math/calculus/derivatives/power-rule/","Learn the constant and power rules with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","198","true","true"
"/subjects/math/calculus/derivatives/practice-exam-a-answer-key/","Review complete source-verified answers and solution guidance for Unit 2A Practice Exam A.","90","true","true"
"/subjects/math/calculus/derivatives/practice-exam-b-answer-key/","Review complete source-verified answers and solution guidance for Unit 2A Practice Exam B.","90","true","true"
"/subjects/math/calculus/derivatives/prerequisite-diagnostic/","Check the prerequisite skills needed for Derivative Foundations and Techniques and follow targeted review links before beginning the unit. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","205","true","true"
"/subjects/math/calculus/derivatives/product-rule-vs-quotient-rule/","Choose the derivative rule from the top-level operation—and simplify first when algebra can remove the choice entirely. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","186","true","true"
"/subjects/math/calculus/derivatives/product-rule/","Learn the product rule with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","186","true","true"
"/subjects/math/calculus/derivatives/quotient-rule/","Learn the quotient rule with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","187","true","true"
"/subjects/math/calculus/derivatives/rule-selection/","Learn how to choose a differentiation rule with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","206","true","true"
"/subjects/math/calculus/derivatives/sine-and-cosine/","Learn derivatives of sine and cosine with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","200","true","true"
"/subjects/math/calculus/derivatives/special-functions-concept-quiz/","Test conceptual understanding of special functions concept quiz with a short self-check and model responses. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","175","true","true"
"/subjects/math/calculus/derivatives/special-functions-review/","Review trigonometric, exponential, and logarithmic review with mixed practice and links back to the exact lessons behind each skill. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","199","true","true"
"/subjects/math/calculus/derivatives/sum-and-constant-multiple-rules/","Learn sums and constant multiples with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","197","true","true"
"/subjects/math/calculus/derivatives/tangent-line-equation/","Learn tangent and normal lines with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","194","true","true"
"/subjects/math/calculus/derivatives/unit-2a-common-errors/","Review common derivative computation errors and how to repair them with mixed practice and links back to the exact lessons behind each skill. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","208","true","true"
"/subjects/math/calculus/derivatives/unit-2a-cumulative-practice/","Practice unit 2a cumulative derivative practice with mixed problems, staged guidance, and source-linked solutions. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","181","true","true"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-a/","Complete Unit 2A Practice Exam A as a cumulative Calculus I assessment, then use the separately published answer key for review.","128","true","true"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-b/","Complete Unit 2A Practice Exam B as a cumulative Calculus I assessment, then use the separately published answer key for review.","128","true","true"
"/subjects/math/calculus/derivatives/unit-2a-reference/","Use this derivative foundations and techniques reference for formulas, notation, domains, units, and problem-solving strategy. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","193","false","true"
"/subjects/math/calculus/derivatives/unit-2a-review/","Review unit 2a review: derivative meaning and computation with mixed practice and links back to the exact lessons behind each skill. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","199","true","true"
"/subjects/math/calculus/derivatives/variable-exponents/","Learn variable bases and exponents with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","198","true","true"
"/subjects/math/calculus/derivatives/what-does-derivative-mean/","Learn what does the word derivative mean in calculus? with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","217","true","true"
"/subjects/math/calculus/derivatives/what-implicit-means/","Learn what “implicit” means and why it matters with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","210","true","true"
"/subjects/math/calculus/derivatives/why-derivative-rules-work/","Learn derivative rules are shortcuts, not new definitions with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","221","true","true"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","Learn why derivatives matter with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","192","true","true"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","Learn why special-function derivatives are not random with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","217","true","true"
"/subjects/math/calculus/formula-sheets/","Compact printable calculus references that explain when a formula applies and which errors to avoid.","100","true","true"
"/subjects/math/calculus/formula-sheets/derivative-rules/","Review power, product, quotient, chain, exponential, logarithmic, trigonometric, and inverse-trigonometric derivative rules.","124","true","true"
"/subjects/math/calculus/integrals/","Learn Unit 3A: Integral Foundations and Techniques: antiderivatives, definite integrals, techniques, modeling, worked examples, checks, reviews, and practice.","158","true","true"
"/subjects/math/calculus/integrals/accumulation-functions/","Learn Accumulation Functions through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","205","true","true"
"/subjects/math/calculus/integrals/antiderivatives/","Learn Antiderivatives: Reversing a Derivative through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","222","true","true"
"/subjects/math/calculus/integrals/average-value-of-a-function/","Learn Average Value of a Function through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","210","true","true"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","Learn Basic Antiderivative Rules through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","209","true","true"
"/subjects/math/calculus/integrals/common-errors/","Learn Common Integral Errors and How to Repair Them through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","228","true","true"
"/subjects/math/calculus/integrals/cumulative-practice/","Practice Unit 3A Cumulative Practice with cumulative integral-calculus problems designed to test setup, computation, units, and interpretation.","143","true","true"
"/subjects/math/calculus/integrals/definite-integral-signed-area/","Learn The Definite Integral as Signed Area through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","219","true","true"
"/subjects/math/calculus/integrals/definite-integrals-by-substitution/","Learn Definite Integrals by Substitution through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","217","true","true"
"/subjects/math/calculus/integrals/displacement-and-distance/","Learn Displacement, Distance, and Signed Accumulation through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","230","true","true"
"/subjects/math/calculus/integrals/fundamental-theorem-part-one/","Learn Fundamental Theorem of Calculus, Part I through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","222","true","true"
"/subjects/math/calculus/integrals/fundamental-theorem-part-two/","Learn Fundamental Theorem of Calculus, Part II through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","223","true","true"
"/subjects/math/calculus/integrals/improper-integrals-infinite-intervals/","Learn Improper Integrals over Infinite Intervals through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","225","true","true"
"/subjects/math/calculus/integrals/improper-integrals-unbounded-functions/","Learn Improper Integrals with Unbounded Integrands through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","227","true","true"
"/subjects/math/calculus/integrals/indefinite-integrals-and-c/","Learn Indefinite Integrals and the Constant of Integration through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","235","true","true"
"/subjects/math/calculus/integrals/initial-value-problems/","Learn Initial-Value Problems and Recovering a Function through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","231","true","true"
"/subjects/math/calculus/integrals/integration-by-parts/","Learn Integration by Parts through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","203","true","true"
"/subjects/math/calculus/integrals/integration-strategy/","Learn Choosing an Integration Strategy through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","215","true","true"
"/subjects/math/calculus/integrals/left-right-midpoint-riemann-sums/","Learn Left, Right, and Midpoint Riemann Sums through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","221","true","true"
"/subjects/math/calculus/integrals/net-change-theorem/","Learn The Net Change Theorem through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","205","true","true"
"/subjects/math/calculus/integrals/numerical-integration/","Learn Midpoint and Trapezoidal Rules through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","213","true","true"
"/subjects/math/calculus/integrals/partial-fractions/","Learn Partial Fractions through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","200","true","true"
"/subjects/math/calculus/integrals/partitions-and-sigma-notation/","Learn Partitions and Sigma Notation through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","212","true","true"
"/subjects/math/calculus/integrals/practice-exam-a-answer-key/","Review the worked solutions and modeling rubrics for Unit 3A Practice Exam A. Check methods, units, and interpretation.","119","true","true"
"/subjects/math/calculus/integrals/practice-exam-a/","Take Unit 3A Practice Exam A, a comprehensive BetterGrades integral-calculus practice exam with a separately routed worked answer key.","134","true","true"
"/subjects/math/calculus/integrals/practice-exam-b-answer-key/","Review the worked solutions and modeling rubrics for Unit 3A Practice Exam B. Check methods, units, and interpretation.","119","true","true"
"/subjects/math/calculus/integrals/practice-exam-b/","Take Unit 3A Practice Exam B, a comprehensive BetterGrades integral-calculus practice exam with a separately routed worked answer key.","134","true","true"
"/subjects/math/calculus/integrals/properties-of-definite-integrals/","Learn Properties and Orientation of Definite Integrals through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","231","true","true"
"/subjects/math/calculus/integrals/rates-to-total-change/","Learn From a Rate to Total Change through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","210","true","true"
"/subjects/math/calculus/integrals/review/","Learn Unit 3A Review: Integral Foundations and Techniques through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice.","169","true","true"
"/subjects/math/calculus/integrals/riemann-sum-limit/","Learn The Riemann-Sum Definition of the Definite Integral through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","234","true","true"
"/subjects/math/calculus/integrals/simpsons-rule/","Learn Simpson’s Rule through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","197","true","true"
"/subjects/math/calculus/integrals/substitution/","Learn Substitution: Reversing the Chain Rule through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","221","true","true"
"/subjects/math/calculus/integrals/trigonometric-integrals/","Learn Trigonometric Integrals through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","206","true","true"
"/subjects/math/calculus/integrals/trigonometric-substitution/","Learn Trigonometric Substitution through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","209","true","true"
"/subjects/math/calculus/integrals/variable-limits-and-chain-rule/","Learn Variable Limits and the Chain Rule through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3A: Integral Foundations and Techniques.","217","true","true"
"/subjects/math/calculus/integration-applications/","Learn applications of integration through area, volume, length, mass, work, fluids, marginal quantities, probability, worked examples, visual reasoning, practice, and published exam keys. Part of Calculus I Unit 3B: Applications of Integration.","244","true","true"
"/subjects/math/calculus/integration-applications/arc-length/","Learn Arc Length through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3B: Applications of Integration.","185","true","true"
"/subjects/math/calculus/integration-applications/area-between-curves/","Learn Area Between Curves through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3B: Applications of Integration.","194","true","true"
"/subjects/math/calculus/integration-applications/average-value-of-a-function/","Total accumulated output divided by interval length—the continuous counterpart of an arithmetic mean. Part of Calculus I Unit 3B: Applications of Integration.","158","true","true"
"/subjects/math/calculus/integration-applications/choosing-a-volume-method/","Learn Choosing a Volume Method through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3B: Applications of Integration.","199","true","true"
"/subjects/math/calculus/integration-applications/common-errors/","Identify and repair common integration-application errors involving slice orientation, radii, bounds, density, depth, units, and interpretation. Part of Calculus I Unit 3B: Applications of Integration.","201","true","true"
"/subjects/math/calculus/integration-applications/cumulative-practice/","Practice Unit 3B Cumulative Practice with cumulative integral-calculus problems designed to test setup, computation, units, and interpretation.","143","true","true"
"/subjects/math/calculus/integration-applications/cylindrical-shells/","Learn Cylindrical Shells through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3B: Applications of Integration.","193","true","true"
"/subjects/math/calculus/integration-applications/density-and-mass/","Learn Density and Mass through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3B: Applications of Integration.","191","true","true"
"/subjects/math/calculus/integration-applications/disks-and-washers/","Learn Disks and Washers through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3B: Applications of Integration.","192","true","true"
"/subjects/math/calculus/integration-applications/fluid-pressure/","Learn Fluid Pressure and Hydrostatic Force through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3B: Applications of Integration.","211","true","true"
"/subjects/math/calculus/integration-applications/horizontal-slices/","Learn Choosing Vertical or Horizontal Slices through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3B: Applications of Integration.","213","true","true"
"/subjects/math/calculus/integration-applications/marginal-quantities/","Learn Recovering Totals from Marginal Quantities through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3B: Applications of Integration.","217","true","true"
"/subjects/math/calculus/integration-applications/moments-and-center-of-mass/","Learn Moments and Center of Mass through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3B: Applications of Integration.","201","true","true"
"/subjects/math/calculus/integration-applications/physics-application-studio/","Practice Physics Application Studio with cumulative integral-calculus problems designed to test setup, computation, units, and interpretation. Part of Calculus I Unit 3B: Applications of Integration.","199","true","true"
"/subjects/math/calculus/integration-applications/practice-exam-a-answer-key/","Review the worked solutions and modeling rubrics for Unit 3B Practice Exam A. Check methods, units, and interpretation.","119","true","true"
"/subjects/math/calculus/integration-applications/practice-exam-a/","Take Unit 3B Practice Exam A, a comprehensive BetterGrades integral-calculus practice exam with a separately routed worked answer key.","134","true","true"
"/subjects/math/calculus/integration-applications/practice-exam-b-answer-key/","Review the worked solutions and modeling rubrics for Unit 3B Practice Exam B. Check methods, units, and interpretation.","119","true","true"
"/subjects/math/calculus/integration-applications/practice-exam-b/","Take Unit 3B Practice Exam B, a comprehensive BetterGrades integral-calculus practice exam with a separately routed worked answer key.","134","true","true"
"/subjects/math/calculus/integration-applications/probability-density/","Learn Probability Density and Expected Value through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3B: Applications of Integration.","213","true","true"
"/subjects/math/calculus/integration-applications/pumping-liquids/","Learn Pumping Liquids through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3B: Applications of Integration.","190","true","true"
"/subjects/math/calculus/integration-applications/review/","Review Unit 3B Review: Applications of Integration with a structured summary, common-error repair, mixed practice, and links back to the relevant BetterGrades.","159","true","true"
"/subjects/math/calculus/integration-applications/spring-work/","Learn Work Done on Springs through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3B: Applications of Integration.","195","true","true"
"/subjects/math/calculus/integration-applications/surface-area-of-revolution/","Learn Surface Area of Revolution through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3B: Applications of Integration.","201","true","true"
"/subjects/math/calculus/integration-applications/volumes-by-slicing/","Learn Volumes by Slicing through clear explanation, worked examples, visual reasoning, checks, and connected integral-calculus practice. Part of Calculus I Unit 3B: Applications of Integration.","193","true","true"
"/subjects/math/calculus/integration-applications/washer-vs-shell/","Choose slices by geometry: perpendicular slices create washers, parallel slices create cylindrical shells. Part of Calculus I Unit 3B: Applications of Integration.","163","true","true"
