lesson,companion,companion_role,confidence
"/subjects/math/calculus/derivative-applications/practice-exam-a/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-a/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-a/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-a/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-a/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-b-answer-key/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-b-answer-key/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-b-answer-key/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-b-answer-key/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-b-answer-key/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-b/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-b/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-b/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-b/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-b/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/radar-tracking/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/radar-tracking/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/radar-tracking/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/radar-tracking/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/radar-tracking/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/rates-from-data/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/rates-from-data/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/rates-from-data/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/rates-from-data/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/rates-from-data/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/reference/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/reference/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/reference/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/reference/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/reference/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-angle/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-angle/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-angle/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-angle/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-angle/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-concept-quiz/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-concept-quiz/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-concept-quiz/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-concept-quiz/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-concept-quiz/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-mixed/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-mixed/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-mixed/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-mixed/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-mixed/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-pythagorean/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-pythagorean/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-pythagorean/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-pythagorean/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-pythagorean/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-review/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-review/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-review/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-review/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-review/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-shadows/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-shadows/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-shadows/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-shadows/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-shadows/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-volume/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-volume/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-volume/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-volume/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-volume/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-workflow/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-workflow/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-workflow/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-workflow/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-workflow/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/repeated-lhopital/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/repeated-lhopital/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/repeated-lhopital/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/repeated-lhopital/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/repeated-lhopital/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/rolles-theorem/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/rolles-theorem/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/rolles-theorem/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/rolles-theorem/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/rolles-theorem/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/second-derivative-test/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/second-derivative-test/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/second-derivative-test/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/second-derivative-test/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/second-derivative-test/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/speeding-up-slowing-down/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/speeding-up-slowing-down/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/speeding-up-slowing-down/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/speeding-up-slowing-down/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/speeding-up-slowing-down/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/stopping-distance/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/stopping-distance/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/stopping-distance/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/stopping-distance/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/stopping-distance/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/theorems-shape-concept-quiz/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/theorems-shape-concept-quiz/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/theorems-shape-concept-quiz/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/theorems-shape-concept-quiz/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/theorems-shape-concept-quiz/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/theorems-shape-review/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/theorems-shape-review/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/theorems-shape-review/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/theorems-shape-review/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/theorems-shape-review/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/when-not-lhopital/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/when-not-lhopital/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/when-not-lhopital/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/when-not-lhopital/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/when-not-lhopital/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/why-linear-approximation-works/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/why-linear-approximation-works/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/why-linear-approximation-works/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/why-linear-approximation-works/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/why-linear-approximation-works/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/why-related-rates-feel-hard/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/why-related-rates-feel-hard/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/why-related-rates-feel-hard/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/why-related-rates-feel-hard/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/why-related-rates-feel-hard/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-chain-rule-linear-maps/","/glossary/math/chain-rule/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-darboux-derivatives/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-darboux-derivatives/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-darboux-derivatives/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-darboux-derivatives/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-darboux-derivatives/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-implicit-function-theorem/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-implicit-function-theorem/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-implicit-function-theorem/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-implicit-function-theorem/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-implicit-function-theorem/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-local-linearity-little-o/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-local-linearity-little-o/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-local-linearity-little-o/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-local-linearity-little-o/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-local-linearity-little-o/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-notes-2a/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-notes-2a/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-notes-2a/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-notes-2a/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-notes-2a/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-exp-log/","/glossary/math/chain-rule/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-basic/","/glossary/math/chain-rule/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-concept-quiz/","/glossary/math/chain-rule/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-map/","/glossary/math/chain-rule/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-review/","/glossary/math/chain-rule/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-trig/","/glossary/math/chain-rule/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/combined-rules/","/glossary/math/chain-rule/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/composition/","/glossary/math/chain-rule/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/core-rules-concept-quiz/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/core-rules-concept-quiz/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/core-rules-concept-quiz/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/core-rules-concept-quiz/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/core-rules-concept-quiz/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/core-rules-review/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/core-rules-review/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/core-rules-review/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/core-rules-review/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/core-rules-review/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-at-a-point/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-at-a-point/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-at-a-point/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-at-a-point/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-at-a-point/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-computation-strategy/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-computation-strategy/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-computation-strategy/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-computation-strategy/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-computation-strategy/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-function/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-function/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-function/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-function/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-function/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/difference-quotient-algebra/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/difference-quotient-algebra/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/difference-quotient-algebra/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/difference-quotient-algebra/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/difference-quotient-algebra/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/differentiability-and-continuity/","/glossary/math/continuity/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/exponential-e/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/exponential-e/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/exponential-e/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/exponential-e/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/exponential-e/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/foundations-concept-quiz/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/foundations-concept-quiz/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/foundations-concept-quiz/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/foundations-concept-quiz/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/foundations-concept-quiz/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/foundations-review/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/foundations-review/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/foundations-review/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/foundations-review/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/foundations-review/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/from-graphs-and-tables/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/from-graphs-and-tables/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/from-graphs-and-tables/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/from-graphs-and-tables/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/from-graphs-and-tables/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/general-exponential/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/general-exponential/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/general-exponential/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/general-exponential/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/general-exponential/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/general-logarithms/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/general-logarithms/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/general-logarithms/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/general-logarithms/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/general-logarithms/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/higher-derivative-techniques/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/higher-derivative-techniques/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/higher-derivative-techniques/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/higher-derivative-techniques/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/higher-derivative-techniques/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/higher-derivatives/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/higher-derivatives/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/higher-derivatives/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
