source_id,relationship,target_id,public,review_state,purpose
lesson-math-algebra-a8-3,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a8-4,part_of,unit-math-algebra-a8,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a8-4,practices,assessment-a8-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a8-4,precedes,lesson-math-algebra-a8-5,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a8-4,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a8-5,part_of,unit-math-algebra-a8,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a8-5,practices,assessment-a8-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a8-5,precedes,lesson-math-algebra-a8-6,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a8-5,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a8-6,part_of,unit-math-algebra-a8,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a8-6,practices,assessment-a8-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a8-6,precedes,lesson-math-algebra-a8-7,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a8-6,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a8-7,part_of,unit-math-algebra-a8,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a8-7,practices,assessment-a8-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a8-7,precedes,lesson-math-algebra-a8-8,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a8-8,part_of,unit-math-algebra-a8,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a8-8,practices,assessment-a8-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a8-8,precedes,lesson-math-algebra-a8-9,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a8-8,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a8-9,part_of,unit-math-algebra-a8,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a8-9,practices,assessment-a8-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a8-9,precedes,lesson-math-algebra-a8-10,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a8-10,part_of,unit-math-algebra-a8,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a8-10,practices,assessment-a8-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a8-10,precedes,lesson-math-algebra-a8-11,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a8-11,part_of,unit-math-algebra-a8,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a8-11,practices,assessment-a8-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a8-11,precedes,lesson-math-algebra-a8-12,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a8-12,part_of,unit-math-algebra-a8,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a8-12,practices,assessment-a8-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
unit-math-algebra-a9,part_of,course-math-algebra-full,yes,approved-by-storyboard,Unit belongs to canonical Algebra course.
lesson-math-algebra-a9-1,part_of,unit-math-algebra-a9,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a9-1,practices,assessment-a9-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a9-1,precedes,lesson-math-algebra-a9-2,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a9-2,part_of,unit-math-algebra-a9,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a9-2,practices,assessment-a9-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a9-2,precedes,lesson-math-algebra-a9-3,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a9-3,part_of,unit-math-algebra-a9,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a9-3,practices,assessment-a9-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a9-3,precedes,lesson-math-algebra-a9-4,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a9-4,part_of,unit-math-algebra-a9,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a9-4,practices,assessment-a9-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a9-4,precedes,lesson-math-algebra-a9-5,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a9-5,part_of,unit-math-algebra-a9,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a9-5,practices,assessment-a9-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a9-5,precedes,lesson-math-algebra-a9-6,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a9-6,part_of,unit-math-algebra-a9,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a9-6,practices,assessment-a9-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a9-6,precedes,lesson-math-algebra-a9-7,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a9-7,part_of,unit-math-algebra-a9,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a9-7,practices,assessment-a9-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a9-7,precedes,lesson-math-algebra-a9-8,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a9-8,part_of,unit-math-algebra-a9,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a9-8,practices,assessment-a9-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
unit-math-algebra-a10,part_of,course-math-algebra-full,yes,approved-by-storyboard,Unit belongs to canonical Algebra course.
lesson-math-algebra-a10-1,part_of,unit-math-algebra-a10,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a10-1,practices,assessment-a10-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a10-1,precedes,lesson-math-algebra-a10-2,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a10-1,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a10-2,part_of,unit-math-algebra-a10,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a10-2,practices,assessment-a10-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a10-2,precedes,lesson-math-algebra-a10-3,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a10-2,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a10-3,part_of,unit-math-algebra-a10,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a10-3,practices,assessment-a10-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a10-3,precedes,lesson-math-algebra-a10-4,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a10-3,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a10-4,part_of,unit-math-algebra-a10,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a10-4,practices,assessment-a10-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a10-4,precedes,lesson-math-algebra-a10-5,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a10-4,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a10-5,part_of,unit-math-algebra-a10,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a10-5,practices,assessment-a10-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a10-5,precedes,lesson-math-algebra-a10-6,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a10-6,part_of,unit-math-algebra-a10,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a10-6,practices,assessment-a10-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a10-6,precedes,lesson-math-algebra-a10-7,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a10-7,part_of,unit-math-algebra-a10,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a10-7,practices,assessment-a10-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a10-7,precedes,lesson-math-algebra-a10-8,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a10-7,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a10-8,part_of,unit-math-algebra-a10,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a10-8,practices,assessment-a10-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a10-8,precedes,lesson-math-algebra-a10-9,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a10-9,part_of,unit-math-algebra-a10,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a10-9,practices,assessment-a10-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a10-9,precedes,lesson-math-algebra-a10-10,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a10-10,part_of,unit-math-algebra-a10,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a10-10,practices,assessment-a10-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
unit-math-algebra-a11,part_of,course-math-algebra-full,yes,approved-by-storyboard,Unit belongs to canonical Algebra course.
lesson-math-algebra-a11-1,part_of,unit-math-algebra-a11,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a11-1,practices,assessment-a11-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a11-1,precedes,lesson-math-algebra-a11-2,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a11-2,part_of,unit-math-algebra-a11,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a11-2,practices,assessment-a11-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a11-2,precedes,lesson-math-algebra-a11-3,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a11-2,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a11-3,part_of,unit-math-algebra-a11,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a11-3,practices,assessment-a11-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a11-3,precedes,lesson-math-algebra-a11-4,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a11-3,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a11-4,part_of,unit-math-algebra-a11,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a11-4,practices,assessment-a11-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a11-4,precedes,lesson-math-algebra-a11-5,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a11-4,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a11-5,part_of,unit-math-algebra-a11,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a11-5,practices,assessment-a11-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a11-5,precedes,lesson-math-algebra-a11-6,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a11-6,part_of,unit-math-algebra-a11,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a11-6,practices,assessment-a11-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a11-6,precedes,lesson-math-algebra-a11-7,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a11-7,part_of,unit-math-algebra-a11,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a11-7,practices,assessment-a11-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a11-7,precedes,lesson-math-algebra-a11-8,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a11-7,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a11-8,part_of,unit-math-algebra-a11,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a11-8,practices,assessment-a11-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a11-8,precedes,lesson-math-algebra-a11-9,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a11-8,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a11-9,part_of,unit-math-algebra-a11,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a11-9,practices,assessment-a11-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a11-9,precedes,lesson-math-algebra-a11-10,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a11-10,part_of,unit-math-algebra-a11,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a11-10,practices,assessment-a11-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
unit-math-algebra-a12,part_of,course-math-algebra-full,yes,approved-by-storyboard,Unit belongs to canonical Algebra course.
lesson-math-algebra-a12-1,part_of,unit-math-algebra-a12,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a12-1,practices,assessment-a12-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a12-1,precedes,lesson-math-algebra-a12-2,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a12-2,part_of,unit-math-algebra-a12,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a12-2,practices,assessment-a12-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a12-2,precedes,lesson-math-algebra-a12-3,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a12-3,part_of,unit-math-algebra-a12,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a12-3,practices,assessment-a12-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a12-3,precedes,lesson-math-algebra-a12-4,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a12-4,part_of,unit-math-algebra-a12,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a12-4,practices,assessment-a12-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a12-4,precedes,lesson-math-algebra-a12-5,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a12-5,part_of,unit-math-algebra-a12,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a12-5,practices,assessment-a12-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a12-5,precedes,lesson-math-algebra-a12-6,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a12-6,part_of,unit-math-algebra-a12,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a12-6,practices,assessment-a12-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a12-6,precedes,lesson-math-algebra-a12-7,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a12-7,part_of,unit-math-algebra-a12,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a12-7,practices,assessment-a12-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a12-7,precedes,lesson-math-algebra-a12-8,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a12-8,part_of,unit-math-algebra-a12,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a12-8,practices,assessment-a12-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
unit-math-algebra-a13,part_of,course-math-algebra-full,yes,approved-by-storyboard,Unit belongs to canonical Algebra course.
lesson-math-algebra-a13-1,part_of,unit-math-algebra-a13,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a13-1,practices,assessment-a13-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a13-1,precedes,lesson-math-algebra-a13-2,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a13-2,part_of,unit-math-algebra-a13,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a13-2,practices,assessment-a13-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a13-2,precedes,lesson-math-algebra-a13-3,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a13-3,part_of,unit-math-algebra-a13,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a13-3,practices,assessment-a13-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a13-3,precedes,lesson-math-algebra-a13-4,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a13-3,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a13-4,part_of,unit-math-algebra-a13,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a13-4,practices,assessment-a13-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a13-4,precedes,lesson-math-algebra-a13-5,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a13-4,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a13-5,part_of,unit-math-algebra-a13,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a13-5,practices,assessment-a13-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a13-5,precedes,lesson-math-algebra-a13-6,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a13-6,part_of,unit-math-algebra-a13,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a13-6,practices,assessment-a13-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a13-6,precedes,lesson-math-algebra-a13-7,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a13-7,part_of,unit-math-algebra-a13,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a13-7,practices,assessment-a13-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a13-7,precedes,lesson-math-algebra-a13-8,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a13-8,part_of,unit-math-algebra-a13,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a13-8,practices,assessment-a13-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a13-8,precedes,lesson-math-algebra-a13-9,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a13-9,part_of,unit-math-algebra-a13,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a13-9,practices,assessment-a13-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a13-9,precedes,lesson-math-algebra-a13-10,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a13-9,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a13-10,part_of,unit-math-algebra-a13,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a13-10,practices,assessment-a13-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a13-10,precedes,lesson-math-algebra-a13-11,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a13-10,uses_tool,tool-math-algebra-expression-checker,yes,candidate-review-required,"Checker supports bounded evaluation, simplification, or equivalence; it does not replace equation assessment."
lesson-math-algebra-a13-11,part_of,unit-math-algebra-a13,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a13-11,practices,assessment-a13-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
unit-math-algebra-a14,part_of,course-math-algebra-full,yes,approved-by-storyboard,Unit belongs to canonical Algebra course.
lesson-math-algebra-a14-1,part_of,unit-math-algebra-a14,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a14-1,practices,assessment-a14-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a14-1,precedes,lesson-math-algebra-a14-2,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a14-2,part_of,unit-math-algebra-a14,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a14-2,practices,assessment-a14-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a14-2,precedes,lesson-math-algebra-a14-3,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a14-3,part_of,unit-math-algebra-a14,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a14-3,practices,assessment-a14-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a14-3,precedes,lesson-math-algebra-a14-4,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a14-4,part_of,unit-math-algebra-a14,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a14-4,practices,assessment-a14-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a14-4,precedes,lesson-math-algebra-a14-5,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a14-5,part_of,unit-math-algebra-a14,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a14-5,practices,assessment-a14-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a14-5,precedes,lesson-math-algebra-a14-6,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a14-6,part_of,unit-math-algebra-a14,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a14-6,practices,assessment-a14-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
lesson-math-algebra-a14-6,precedes,lesson-math-algebra-a14-7,yes,approved-by-storyboard,Core sequence next step.
lesson-math-algebra-a14-7,part_of,unit-math-algebra-a14,yes,approved-by-storyboard,Lesson belongs to unit.
lesson-math-algebra-a14-7,practices,assessment-a14-practice,yes,approved-by-storyboard,Unit practice applies lesson skill.
