unit,unit_title,lesson_id,sequence,lesson_title,canonical_path,page_type,outcome,opening,prerequisites,story_beat,checkpoint,exit_check,exercise_count,bridge_forward,release_phase,assessment_runtime,search_priority
A3,"Inequalities, Absolute Value, and Formulas",A3.7,7,Absolute-value equations and inequalities,/subjects/math/algebra/inequalities-absolute-value/absolute-value-equations-and-inequalities/,lesson,"Derive point, interval, or exterior solutions from distance meaning.",Model acceptable error and forbidden zones.,Mastery of the preceding dependency strand through A3 and any locally linked repair skills.,"Within Act III - Describing regions and constraints, this page advances the course by establishing that derive point, interval, or exterior solutions from distance meaning..","One clean attempt-before-reveal item that tests the exact decision described by this outcome: Derive point, interval, or exterior solutions from distance meaning.","['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make literal equations and formulas feel like the next necessary question.,1,course-unit deterministic checker + attempt-gated reveal,82
A3,"Inequalities, Absolute Value, and Formulas",A3.8,8,Literal equations and formulas,/subjects/math/algebra/inequalities-absolute-value/literal-equations-and-formulas/,lesson,Isolate a specified variable while preserving the relationship and units.,"Rearrange geometry, rate, or science formulas for the needed quantity.",Mastery of the preceding dependency strand through A3 and any locally linked repair skills.,"Within Act III - Describing regions and constraints, this page advances the course by establishing that isolate a specified variable while preserving the relationship and units..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Isolate a specified variable while preserving the relationship and units.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make ratios and equivalent ratios feel like the next necessary question.,1,course-unit deterministic checker + attempt-gated reveal,82
A4,"Ratios, Rates, and Linear Relationships",A4.1,1,Ratios and equivalent ratios,/subjects/math/algebra/linear-relationships/ratios-and-equivalent-ratios/,lesson,Compare quantities multiplicatively and preserve the order and meaning of the comparison.,Scale a mixture or drawing.,Mastery of the preceding dependency strand through A3 and any locally linked repair skills.,"Within Act IV - Turning constant change into lines, this page advances the course by establishing that compare quantities multiplicatively and preserve the order and meaning of the comparison..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Compare quantities multiplicatively and preserve the order and meaning of the comparison.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make unit rates feel like the next necessary question.,2,course-unit deterministic checker + attempt-gated reveal,82
A4,"Ratios, Rates, and Linear Relationships",A4.2,2,Unit rates,/subjects/math/algebra/linear-relationships/unit-rates/,lesson,Reduce a comparison to change per one unit and compare rates with consistent units.,"Compare prices, speeds, or production rates.",Mastery of the preceding dependency strand through A4 and any locally linked repair skills.,"Within Act IV - Turning constant change into lines, this page advances the course by establishing that reduce a comparison to change per one unit and compare rates with consistent units..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Reduce a comparison to change per one unit and compare rates with consistent units.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make proportional relationships feel like the next necessary question.,2,course-unit deterministic checker + attempt-gated reveal,82
A4,"Ratios, Rates, and Linear Relationships",A4.3,3,Proportional relationships,/subjects/math/algebra/linear-relationships/proportional-relationships/,lesson,"Recognize y=kx in tables, graphs, formulas, and contexts.",Model pay or distance with no fixed starting amount.,Mastery of the preceding dependency strand through A4 and any locally linked repair skills.,"Within Act IV - Turning constant change into lines, this page advances the course by establishing that recognize y=kx in tables, graphs, formulas, and contexts..","One clean attempt-before-reveal item that tests the exact decision described by this outcome: Recognize y=kx in tables, graphs, formulas, and contexts.","['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make percent as a multiplier feel like the next necessary question.,2,course-unit deterministic checker + attempt-gated reveal,82
A4,"Ratios, Rates, and Linear Relationships",A4.4,4,Percent as a multiplier,/subjects/math/algebra/linear-relationships/percent-as-a-multiplier/,lesson,Treat percent change as multiplication and distinguish one-time from repeated change.,"Apply tax, discount, markup, and successive changes.",Mastery of the preceding dependency strand through A4 and any locally linked repair skills.,"Within Act IV - Turning constant change into lines, this page advances the course by establishing that treat percent change as multiplication and distinguish one-time from repeated change..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Treat percent change as multiplication and distinguish one-time from repeated change.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make coordinate plane and equation solutions feel like the next necessary question.,2,course-unit deterministic checker + attempt-gated reveal,82
A4,"Ratios, Rates, and Linear Relationships",A4.5,5,Coordinate plane and equation solutions,/subjects/math/algebra/linear-relationships/coordinate-plane-and-equation-solutions/,lesson,Interpret graph points as ordered pairs satisfying an equation.,Test whether points belong to a relationship.,Mastery of the preceding dependency strand through A4 and any locally linked repair skills.,"Within Act IV - Turning constant change into lines, this page advances the course by establishing that interpret graph points as ordered pairs satisfying an equation..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Interpret graph points as ordered pairs satisfying an equation.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make intercepts feel like the next necessary question.,2,course-unit deterministic checker + attempt-gated reveal,82
A4,"Ratios, Rates, and Linear Relationships",A4.6,6,Intercepts,/subjects/math/algebra/linear-relationships/intercepts/,lesson,Find and interpret where one quantity is zero.,"Interpret starting cost, break-even, or depletion points.",Mastery of the preceding dependency strand through A4 and any locally linked repair skills.,"Within Act IV - Turning constant change into lines, this page advances the course by establishing that find and interpret where one quantity is zero..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Find and interpret where one quantity is zero.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make slope from graphs and tables feel like the next necessary question.,2,course-unit deterministic checker + attempt-gated reveal,82
A4,"Ratios, Rates, and Linear Relationships",A4.7,7,Slope from graphs and tables,/subjects/math/algebra/linear-relationships/slope-from-graphs-and-tables/,lesson,Measure constant vertical change per horizontal change and attach units.,Compare rates on graphs and tables.,Mastery of the preceding dependency strand through A4 and any locally linked repair skills.,"Within Act IV - Turning constant change into lines, this page advances the course by establishing that measure constant vertical change per horizontal change and attach units..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Measure constant vertical change per horizontal change and attach units.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make slope from two points feel like the next necessary question.,2,course-unit deterministic checker + attempt-gated reveal,82
A4,"Ratios, Rates, and Linear Relationships",A4.8,8,Slope from two points,/subjects/math/algebra/linear-relationships/slope-from-two-points/,lesson,Use consistent coordinate differences to calculate slope.,Reconstruct a constant rate from two observations.,Mastery of the preceding dependency strand through A4 and any locally linked repair skills.,"Within Act IV - Turning constant change into lines, this page advances the course by establishing that use consistent coordinate differences to calculate slope..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Use consistent coordinate differences to calculate slope.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make equations of lines feel like the next necessary question.,2,course-unit deterministic checker + attempt-gated reveal,82
A4,"Ratios, Rates, and Linear Relationships",A4.9,9,Equations of lines,/subjects/math/algebra/linear-relationships/equations-of-lines/,lesson,"Use slope-intercept, point-slope, and standard forms strategically.","Write a line from a graph, two points, or a context.",Mastery of the preceding dependency strand through A4 and any locally linked repair skills.,"Within Act IV - Turning constant change into lines, this page advances the course by establishing that use slope-intercept, point-slope, and standard forms strategically..","One clean attempt-before-reveal item that tests the exact decision described by this outcome: Use slope-intercept, point-slope, and standard forms strategically.","['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make parallel and perpendicular lines feel like the next necessary question.,2,course-unit deterministic checker + attempt-gated reveal,82
A4,"Ratios, Rates, and Linear Relationships",A4.10,10,Parallel and perpendicular lines,/subjects/math/algebra/linear-relationships/parallel-and-perpendicular-lines/,lesson,Connect equal and negative-reciprocal slopes with geometric relationships.,Design parallel paths and right-angle connections.,Mastery of the preceding dependency strand through A4 and any locally linked repair skills.,"Within Act IV - Turning constant change into lines, this page advances the course by establishing that connect equal and negative-reciprocal slopes with geometric relationships..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Connect equal and negative-reciprocal slopes with geometric relationships.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,"The closing paragraph should make linear models, fit, and residuals feel like the next necessary question.",2,course-unit deterministic checker + attempt-gated reveal,82
A4,"Ratios, Rates, and Linear Relationships",A4.11,11,"Linear models, fit, and residuals",/subjects/math/algebra/linear-relationships/linear-models-fit-and-residuals/,lesson,Distinguish exact linear relationships from approximate trends and critique extrapolation.,Fit a line to scattered observations.,Mastery of the preceding dependency strand through A4 and any locally linked repair skills.,"Within Act IV - Turning constant change into lines, this page advances the course by establishing that distinguish exact linear relationships from approximate trends and critique extrapolation..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Distinguish exact linear relationships from approximate trends and critique extrapolation.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make systems as simultaneous conditions feel like the next necessary question.,2,course-unit deterministic checker + attempt-gated reveal,82
A5,Systems and Simultaneous Constraints,A5.1,1,Systems as simultaneous conditions,/subjects/math/algebra/systems/systems-as-simultaneous-conditions/,lesson,Understand a solution as an ordered pair satisfying every equation or constraint.,Test a candidate plan against two requirements.,Mastery of the preceding dependency strand through A4 and any locally linked repair skills.,"Within Act V - Satisfying several conditions at once, this page advances the course by establishing that understand a solution as an ordered pair satisfying every equation or constraint..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Understand a solution as an ordered pair satisfying every equation or constraint.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make graphical solutions feel like the next necessary question.,2,course-unit deterministic checker + attempt-gated reveal,82
A5,Systems and Simultaneous Constraints,A5.2,2,Graphical solutions,/subjects/math/algebra/systems/graphical-solutions/,lesson,Read intersections and estimate exact or approximate system solutions.,Find where two plans or motions agree.,Mastery of the preceding dependency strand through A5 and any locally linked repair skills.,"Within Act V - Satisfying several conditions at once, this page advances the course by establishing that read intersections and estimate exact or approximate system solutions..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Read intersections and estimate exact or approximate system solutions.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make substitution feel like the next necessary question.,2,course-unit deterministic checker + attempt-gated reveal,82
A5,Systems and Simultaneous Constraints,A5.3,3,Substitution,/subjects/math/algebra/systems/substitution/,lesson,Replace one variable expression with an equal expression to reduce a system.,Use one pricing rule inside another total equation.,Mastery of the preceding dependency strand through A5 and any locally linked repair skills.,"Within Act V - Satisfying several conditions at once, this page advances the course by establishing that replace one variable expression with an equal expression to reduce a system..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Replace one variable expression with an equal expression to reduce a system.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make elimination feel like the next necessary question.,2,course-unit deterministic checker + attempt-gated reveal,82
A5,Systems and Simultaneous Constraints,A5.4,4,Elimination,/subjects/math/algebra/systems/elimination/,lesson,Combine scaled equations to remove a variable while preserving the common solution.,Cancel one unknown by combining two measurements.,Mastery of the preceding dependency strand through A5 and any locally linked repair skills.,"Within Act V - Satisfying several conditions at once, this page advances the course by establishing that combine scaled equations to remove a variable while preserving the common solution..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Combine scaled equations to remove a variable while preserving the common solution.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make dependent and inconsistent systems feel like the next necessary question.,2,course-unit deterministic checker + attempt-gated reveal,82
A5,Systems and Simultaneous Constraints,A5.5,5,Dependent and inconsistent systems,/subjects/math/algebra/systems/dependent-and-inconsistent-systems/,lesson,Connect algebraic outcomes 0=0 and 0=c to coincident and parallel lines.,Compare duplicate and conflicting constraints.,Mastery of the preceding dependency strand through A5 and any locally linked repair skills.,"Within Act V - Satisfying several conditions at once, this page advances the course by establishing that connect algebraic outcomes 0=0 and 0=c to coincident and parallel lines..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Connect algebraic outcomes 0=0 and 0=c to coincident and parallel lines.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make applications of systems feel like the next necessary question.,2,course-unit deterministic checker + attempt-gated reveal,82
A5,Systems and Simultaneous Constraints,A5.6,6,Applications of systems,/subjects/math/algebra/systems/applications-of-systems/,lesson,Model problems whose structure genuinely requires two unknown quantities.,"Tickets, mixtures, motion, or cost-revenue.",Mastery of the preceding dependency strand through A5 and any locally linked repair skills.,"Within Act V - Satisfying several conditions at once, this page advances the course by establishing that model problems whose structure genuinely requires two unknown quantities..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Model problems whose structure genuinely requires two unknown quantities.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make systems of inequalities feel like the next necessary question.,2,course-unit deterministic checker + attempt-gated reveal,82
A5,Systems and Simultaneous Constraints,A5.7,7,Systems of inequalities,/subjects/math/algebra/systems/systems-of-inequalities/,lesson,Find regions satisfying multiple linear bounds and distinguish included boundaries.,Locate feasible production or scheduling choices.,Mastery of the preceding dependency strand through A5 and any locally linked repair skills.,"Within Act V - Satisfying several conditions at once, this page advances the course by establishing that find regions satisfying multiple linear bounds and distinguish included boundaries..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Find regions satisfying multiple linear bounds and distinguish included boundaries.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make systems strategy studio feel like the next necessary question.,2,course-unit deterministic checker + attempt-gated reveal,82
A5,Systems and Simultaneous Constraints,A5.8,8,Systems strategy studio,/subjects/math/algebra/systems/systems-strategy-studio/,lesson,"Choose graphing, substitution, or elimination based on structure and purpose.",Sort mixed systems and compare methods.,Mastery of the preceding dependency strand through A5 and any locally linked repair skills.,"Within Act V - Satisfying several conditions at once, this page advances the course by establishing that choose graphing, substitution, or elimination based on structure and purpose..","One clean attempt-before-reveal item that tests the exact decision described by this outcome: Choose graphing, substitution, or elimination based on structure and purpose.","['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make exponents as repeated multiplication feel like the next necessary question.,2,course-unit deterministic checker + attempt-gated reveal,82
A6,"Exponents, Roots, and Power Structure",A6.1,1,Exponents as repeated multiplication,/subjects/math/algebra/exponents-roots/exponents-as-repeated-multiplication/,lesson,"Distinguish base, exponent, factors, and value.",Build area and volume from repeated side lengths.,Mastery of the preceding dependency strand through A5 and any locally linked repair skills.,"Within Act VI - Leaving constant additive change, this page advances the course by establishing that distinguish base, exponent, factors, and value..","One clean attempt-before-reveal item that tests the exact decision described by this outcome: Distinguish base, exponent, factors, and value.","['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make negative bases and grouping feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A6,"Exponents, Roots, and Power Structure",A6.2,2,Negative bases and grouping,/subjects/math/algebra/exponents-roots/negative-bases-and-grouping/,lesson,Distinguish negation from raising a negative base to a power.,Compare -3^2 and (-3)^2.,Mastery of the preceding dependency strand through A6 and any locally linked repair skills.,"Within Act VI - Leaving constant additive change, this page advances the course by establishing that distinguish negation from raising a negative base to a power..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Distinguish negation from raising a negative base to a power.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make product and quotient laws feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A6,"Exponents, Roots, and Power Structure",A6.3,3,Product and quotient laws,/subjects/math/algebra/exponents-roots/product-and-quotient-laws/,lesson,Combine powers with a common base by counting repeated factors.,Merge and cancel factor chains.,Mastery of the preceding dependency strand through A6 and any locally linked repair skills.,"Within Act VI - Leaving constant additive change, this page advances the course by establishing that combine powers with a common base by counting repeated factors..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Combine powers with a common base by counting repeated factors.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,"The closing paragraph should make power of a power, product, and quotient feel like the next necessary question.",3,course-unit deterministic checker + attempt-gated reveal,82
A6,"Exponents, Roots, and Power Structure",A6.4,4,"Power of a power, product, and quotient",/subjects/math/algebra/exponents-roots/power-of-a-power-product-and-quotient/,lesson,Track how an outer exponent applies to every factor.,Expand a nested power before compressing it.,Mastery of the preceding dependency strand through A6 and any locally linked repair skills.,"Within Act VI - Leaving constant additive change, this page advances the course by establishing that track how an outer exponent applies to every factor..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Track how an outer exponent applies to every factor.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make zero and negative exponents feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A6,"Exponents, Roots, and Power Structure",A6.5,5,Zero and negative exponents,/subjects/math/algebra/exponents-roots/zero-and-negative-exponents/,lesson,Define exponents beyond positive integers by preserving established laws.,Continue an exponent table downward.,Mastery of the preceding dependency strand through A6 and any locally linked repair skills.,"Within Act VI - Leaving constant additive change, this page advances the course by establishing that define exponents beyond positive integers by preserving established laws..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Define exponents beyond positive integers by preserving established laws.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make scientific notation feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A6,"Exponents, Roots, and Power Structure",A6.6,6,Scientific notation,/subjects/math/algebra/exponents-roots/scientific-notation/,lesson,Represent scale with a normalized coefficient and power of ten.,Compare astronomical and microscopic measurements.,Mastery of the preceding dependency strand through A6 and any locally linked repair skills.,"Within Act VI - Leaving constant additive change, this page advances the course by establishing that represent scale with a normalized coefficient and power of ten..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Represent scale with a normalized coefficient and power of ten.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make square roots and nth roots feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A6,"Exponents, Roots, and Power Structure",A6.7,7,Square roots and nth roots,/subjects/math/algebra/exponents-roots/square-roots-and-nth-roots/,lesson,Treat roots as inverse questions with principal-root conventions.,Recover side length from area and edge length from volume.,Mastery of the preceding dependency strand through A6 and any locally linked repair skills.,"Within Act VI - Leaving constant additive change, this page advances the course by establishing that treat roots as inverse questions with principal-root conventions..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Treat roots as inverse questions with principal-root conventions.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make simple power and root equations feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A6,"Exponents, Roots, and Power Structure",A6.8,8,Simple power and root equations,/subjects/math/algebra/exponents-roots/simple-power-and-root-equations/,lesson,Find all real values whose power equals a target and check by substitution.,Solve x^2=25 and x^3=-8.,Mastery of the preceding dependency strand through A6 and any locally linked repair skills.,"Within Act VI - Leaving constant additive change, this page advances the course by establishing that find all real values whose power equals a target and check by substitution..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Find all real values whose power equals a target and check by substitution.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make power-function preview feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A6,"Exponents, Roots, and Power Structure",A6.9,9,Power-function preview,/subjects/math/algebra/exponents-roots/power-function-preview/,lesson,"Compare tables and graphs of x, x^2, x^3, and sqrt(x).",Observe how equal input steps create unequal output changes.,Mastery of the preceding dependency strand through A6 and any locally linked repair skills.,"Within Act VI - Leaving constant additive change, this page advances the course by establishing that compare tables and graphs of x, x^2, x^3, and sqrt(x)..","One clean attempt-before-reveal item that tests the exact decision described by this outcome: Compare tables and graphs of x, x^2, x^3, and sqrt(x).","['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make polynomial vocabulary and evaluation feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A7,Polynomial Operations and Special Products,A7.1,1,Polynomial vocabulary and evaluation,/subjects/math/algebra/polynomial-operations/polynomial-vocabulary-and-evaluation/,lesson,"Identify degree, leading term, coefficients, and standard form and distinguish polynomials from other expressions.",Sort a collection of algebraic expressions by structure.,Mastery of the preceding dependency strand through A6 and any locally linked repair skills.,"Within Act VII - Building expressions from powers, this page advances the course by establishing that identify degree, leading term, coefficients, and standard form and distinguish polynomials from other expressions..","One clean attempt-before-reveal item that tests the exact decision described by this outcome: Identify degree, leading term, coefficients, and standard form and distinguish polynomials from other expressions.","['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make adding and subtracting polynomials feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A7,Polynomial Operations and Special Products,A7.2,2,Adding and subtracting polynomials,/subjects/math/algebra/polynomial-operations/adding-and-subtracting-polynomials/,lesson,Combine like powers while preserving signs and missing terms.,Combine two changing quantities represented by polynomials.,Mastery of the preceding dependency strand through A7 and any locally linked repair skills.,"Within Act VII - Building expressions from powers, this page advances the course by establishing that combine like powers while preserving signs and missing terms..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Combine like powers while preserving signs and missing terms.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make multiplying monomials feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A7,Polynomial Operations and Special Products,A7.3,3,Multiplying monomials,/subjects/math/algebra/polynomial-operations/multiplying-monomials/,lesson,Combine coefficients and like bases using exponent laws.,Scale a monomial quantity.,Mastery of the preceding dependency strand through A7 and any locally linked repair skills.,"Within Act VII - Building expressions from powers, this page advances the course by establishing that combine coefficients and like bases using exponent laws..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Combine coefficients and like bases using exponent laws.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make monomial times polynomial feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A7,Polynomial Operations and Special Products,A7.4,4,Monomial times polynomial,/subjects/math/algebra/polynomial-operations/monomial-times-polynomial/,lesson,Distribute one factor to every term and factor back to verify.,Expand the area of a rectangle with an algebraic side.,Mastery of the preceding dependency strand through A7 and any locally linked repair skills.,"Within Act VII - Building expressions from powers, this page advances the course by establishing that distribute one factor to every term and factor back to verify..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Distribute one factor to every term and factor back to verify.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make polynomial times polynomial feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A7,Polynomial Operations and Special Products,A7.5,5,Polynomial times polynomial,/subjects/math/algebra/polynomial-operations/polynomial-times-polynomial/,lesson,Organize all pairwise products through general distribution.,Multiply two algebraic side lengths.,Mastery of the preceding dependency strand through A7 and any locally linked repair skills.,"Within Act VII - Building expressions from powers, this page advances the course by establishing that organize all pairwise products through general distribution..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Organize all pairwise products through general distribution.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make special products feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A7,Polynomial Operations and Special Products,A7.6,6,Special products,/subjects/math/algebra/polynomial-operations/special-products/,lesson,Recognize binomial squares and conjugate products as geometric and algebraic patterns.,Compare a squared sum with a difference of squares.,Mastery of the preceding dependency strand through A7 and any locally linked repair skills.,"Within Act VII - Building expressions from powers, this page advances the course by establishing that recognize binomial squares and conjugate products as geometric and algebraic patterns..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Recognize binomial squares and conjugate products as geometric and algebraic patterns.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make division by a monomial feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A7,Polynomial Operations and Special Products,A7.7,7,Division by a monomial,/subjects/math/algebra/polynomial-operations/division-by-a-monomial/,lesson,Divide every polynomial term and state restrictions where needed.,Reverse a distributed multiplication.,Mastery of the preceding dependency strand through A7 and any locally linked repair skills.,"Within Act VII - Building expressions from powers, this page advances the course by establishing that divide every polynomial term and state restrictions where needed..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Divide every polynomial term and state restrictions where needed.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make polynomial long division feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
